director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
john wells,benedict cumberbatch,meryl streep,julia roberts,drama,august: osage county ,benedict cumberbatch meryl streep julia roberts john wells drama
tim fywell,connie ray,trevor blumas,amy stewart,comedy drama family sport,ice princess ,connie ray trevor blumas amy stewart tim fywell comedy drama family sport
nigel cole,aimee garcia,tyrone giordano,james read,comedy drama romance,a lot like love ,aimee garcia tyrone giordano james read nigel cole comedy drama romance
spike lee,denzel washington,milla jovovich,rosario dawson,drama sport,he got game ,denzel washington milla jovovich rosario dawson spike lee drama sport
jeremy leven,johnny depp,marlon brando,faye dunaway,comedy drama romance,don juan demarco ,johnny depp marlon brando faye dunaway jeremy leven comedy drama romance
unknown,justin fletcher,john sparkes,kate harbour,animation comedy family,shaun the sheep             ,justin fletcher john sparkes kate harbour unknown animation comedy family
lasse hallström,channing tatum,henry thomas,scott porter,drama romance war,dear john ,channing tatum henry thomas scott porter lasse hallström drama romance war
sylvain white,chris evans,jason patric,óscar jaenada,action crime drama mystery thriller,the losers ,chris evans jason patric óscar jaenada sylvain white action crime drama mystery thriller
troy nixey,bailee madison,alan dale,jack thompson,fantasy horror thriller,don't be afraid of the dark ,bailee madison alan dale jack thompson troy nixey fantasy horror thriller
philip g. atwell,jason statham,jet li,nadine velazquez,action crime thriller,war ,jason statham jet li nadine velazquez philip g. atwell action crime thriller
paul thomas anderson,adam sandler,emily watson,don mcmanus,comedy drama romance thriller,punch-drunk love ,adam sandler emily watson don mcmanus paul thomas anderson comedy drama romance thriller
jeff schaffer,matt damon,scott mechlowicz,jacob pitts,comedy,eurotrip ,matt damon scott mechlowicz jacob pitts jeff schaffer comedy
don michael paul,claudia christian,nia peeples,tony plana,action crime thriller,half past dead ,claudia christian nia peeples tony plana don michael paul action crime thriller
